month,naics_code,kind_of_business,value
2004-12-01,no code,GAFO(1),85610
2004-12-01,441,Motor vehicle and parts dealers,75387
2004-12-01,"44,114,412",Automobile and other motor vehicle dealers,69644
2004-12-01,4413,"Automotive parts, acc., and tire stores",5743
2004-12-01,"442,443","Furniture, home furn, electronics, and appliance stores",17418
2004-12-01,442,Furniture and home furnishings stores,8905
2004-12-01,443,Electronics and appliance stores,8513
2004-12-01,444,Building mat. and garden equip. and supplies dealers,25679
2004-12-01,4441,Building mat. and supplies dealers,22783
2004-12-01,445,Food and beverage stores,41534
2004-12-01,4453,"Beer, wine and liquor stores",2690
2004-12-01,446,Health and personal care stores,16882
2004-12-01,44611,Pharmacies and drug stores,14329
2004-12-01,447,Gasoline stations,29046
2004-12-01,448,Clothing and clothing access. stores,16183
2004-12-01,4481,Clothing stores,11687
2004-12-01,44811,Men's clothing stores,733
2004-12-01,44812,Women's clothing stores,2969
2004-12-01,4482,Shoe stores,2011
2004-12-01,44831,Jewelry stores,2352
2004-12-01,451,"Sporting goods, hobby, musical instrument, and book stores",6122
2004-12-01,452,General merchandise stores,42656
2004-12-01,4521,Department stores,18137
2004-12-01,4529,Other general merchandise stores,24519
2004-12-01,45291,Warehouse clubs and superstores,21166
2004-12-01,45299,All other gen. merchandise stores,3353
2004-12-01,453,Miscellaneous stores retailers,8914
2004-12-01,454,Nonstore retailers,19942
2004-12-01,4541,Electronic shopping and mail order houses,13403
2004-12-01,45431,Fuel dealers,2644
2004-12-01,722,Food services and drinking places,32111
2004-11-01,no code,"Retail and food services sales, total",327836
2004-11-01,no code,Retail sales and food services excl motor vehicle and parts,254429
2004-11-01,no code,Retail sales and food services excl gasoline stations,298487
2004-11-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,225080
2004-11-01,no code,"Retail sales, total",296177
2004-11-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",222770
2004-11-01,no code,GAFO(1),84789
2004-11-01,441,Motor vehicle and parts dealers,73407
2004-11-01,"44,114,412",Automobile and other motor vehicle dealers,67804
2004-11-01,4413,"Automotive parts, acc., and tire stores",5603
2004-11-01,"442,443","Furniture, home furn, electronics, and appliance stores",17201
2004-11-01,442,Furniture and home furnishings stores,8722
2004-11-01,443,Electronics and appliance stores,8479
2004-11-01,444,Building mat. and garden equip. and supplies dealers,24974
2004-11-01,4441,Building mat. and supplies dealers,22183
2004-11-01,445,Food and beverage stores,41404
2004-11-01,4451,Grocery stores,37286
2004-11-01,4453,"Beer, wine and liquor stores",2709
2004-11-01,446,Health and personal care stores,16813
2004-11-01,44611,Pharmacies and drug stores,14288
2004-11-01,447,Gasoline stations,29349
2004-11-01,448,Clothing and clothing access. stores,16044
2004-11-01,4481,Clothing stores,11665
2004-11-01,44811,Men's clothing stores,732
2004-11-01,44812,Women's clothing stores,2951
2004-11-01,4482,Shoe stores,1948
2004-11-01,44831,Jewelry stores,2301
2004-11-01,451,"Sporting goods, hobby, musical instrument, and book stores",6140
2004-11-01,452,General merchandise stores,42179
2004-11-01,4521,Department stores,17942
2004-11-01,4529,Other general merchandise stores,24237
2004-11-01,45291,Warehouse clubs and superstores,20931
2004-11-01,45299,All other gen. merchandise stores,3306
2004-11-01,453,Miscellaneous stores retailers,8877
2004-11-01,454,Nonstore retailers,19789
2004-11-01,4541,Electronic shopping and mail order houses,13240
2004-11-01,45431,Fuel dealers,2767
2004-11-01,722,Food services and drinking places,31659
2004-10-01,no code,"Retail and food services sales, total",326740
2004-10-01,no code,Retail sales and food services excl motor vehicle and parts,252882
2004-10-01,no code,Retail sales and food services excl gasoline stations,298084
2004-10-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,224226
2004-10-01,no code,"Retail sales, total",295115
2004-10-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",221257
2004-10-01,no code,GAFO(1),84738
2004-10-01,441,Motor vehicle and parts dealers,73858
2004-10-01,"44,114,412",Automobile and other motor vehicle dealers,68248
2004-10-01,4413,"Automotive parts, acc., and tire stores",5610
2004-10-01,"442,443","Furniture, home furn, electronics, and appliance stores",17300
2004-10-01,442,Furniture and home furnishings stores,8806
2004-10-01,443,Electronics and appliance stores,8494
2004-10-01,444,Building mat. and garden equip. and supplies dealers,24842
2004-10-01,4441,Building mat. and supplies dealers,21932
2004-10-01,445,Food and beverage stores,41177
2004-10-01,4451,Grocery stores,37078
2004-10-01,4453,"Beer, wine and liquor stores",2722
2004-10-01,446,Health and personal care stores,16739
2004-10-01,44611,Pharmacies and drug stores,14284
2004-10-01,447,Gasoline stations,28656
2004-10-01,448,Clothing and clothing access. stores,16055
2004-10-01,4481,Clothing stores,11631
2004-10-01,44811,Men's clothing stores,717
2004-10-01,44812,Women's clothing stores,2984
2004-10-01,4482,Shoe stores,1981
2004-10-01,44831,Jewelry stores,2309
2004-10-01,451,"Sporting goods, hobby, musical instrument, and book stores",6094
2004-10-01,452,General merchandise stores,42042
2004-10-01,4521,Department stores,18016
2004-10-01,4529,Other general merchandise stores,24026
2004-10-01,45291,Warehouse clubs and superstores,20761
2004-10-01,45299,All other gen. merchandise stores,3265
2004-10-01,453,Miscellaneous stores retailers,8677
2004-10-01,454,Nonstore retailers,19675
2004-10-01,4541,Electronic shopping and mail order houses,13202
2004-10-01,45431,Fuel dealers,2675
2004-10-01,722,Food services and drinking places,31625
2004-09-01,no code,"Retail and food services sales, total",324569
2004-09-01,no code,Retail sales and food services excl motor vehicle and parts,249840
2004-09-01,no code,Retail sales and food services excl gasoline stations,297408
2004-09-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,222679
2004-09-01,no code,"Retail sales, total",293139
2004-09-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",218410
2004-09-01,no code,GAFO(1),83729
2004-09-01,441,Motor vehicle and parts dealers,74729
2004-09-01,"44,114,412",Automobile and other motor vehicle dealers,69215
2004-09-01,4413,"Automotive parts, acc., and tire stores",5514
2004-09-01,"442,443","Furniture, home furn, electronics, and appliance stores",17026
2004-09-01,442,Furniture and home furnishings stores,8604
2004-09-01,443,Electronics and appliance stores,8422
2004-09-01,444,Building mat. and garden equip. and supplies dealers,25045
2004-09-01,4441,Building mat. and supplies dealers,22143
2004-09-01,445,Food and beverage stores,41045
2004-09-01,4451,Grocery stores,36951
2004-09-01,4453,"Beer, wine and liquor stores",2696
2004-09-01,446,Health and personal care stores,16635
2004-09-01,44611,Pharmacies and drug stores,14112
2004-09-01,447,Gasoline stations,27161
2004-09-01,448,Clothing and clothing access. stores,15764
2004-09-01,4481,Clothing stores,11371
2004-09-01,44811,Men's clothing stores,704
2004-09-01,44812,Women's clothing stores,2923
2004-09-01,4482,Shoe stores,1976
2004-09-01,44831,Jewelry stores,2285
2004-09-01,451,"Sporting goods, hobby, musical instrument, and book stores",6111
2004-09-01,452,General merchandise stores,41555
2004-09-01,4521,Department stores,17943
2004-09-01,4529,Other general merchandise stores,23612
2004-09-01,45291,Warehouse clubs and superstores,20405
2004-09-01,45299,All other gen. merchandise stores,3207
2004-09-01,453,Miscellaneous stores retailers,8596
2004-09-01,454,Nonstore retailers,19472
2004-09-01,4541,Electronic shopping and mail order houses,13024
2004-09-01,45431,Fuel dealers,2507
2004-09-01,722,Food services and drinking places,31430
2004-08-01,no code,"Retail and food services sales, total",318977
2004-08-01,no code,Retail sales and food services excl motor vehicle and parts,247612
2004-08-01,no code,Retail sales and food services excl gasoline stations,292425
2004-08-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,221060
2004-08-01,no code,"Retail sales, total",287941
2004-08-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",216576
2004-08-01,no code,GAFO(1),83429
2004-08-01,441,Motor vehicle and parts dealers,71365
2004-08-01,"44,114,412",Automobile and other motor vehicle dealers,65839
2004-08-01,4413,"Automotive parts, acc., and tire stores",5526
2004-08-01,"442,443","Furniture, home furn, electronics, and appliance stores",17010
2004-08-01,442,Furniture and home furnishings stores,8675
2004-08-01,443,Electronics and appliance stores,8335
2004-08-01,444,Building mat. and garden equip. and supplies dealers,24713
2004-08-01,4441,Building mat. and supplies dealers,21895
2004-08-01,445,Food and beverage stores,40771
2004-08-01,4451,Grocery stores,36680
2004-08-01,4453,"Beer, wine and liquor stores",2676
2004-08-01,446,Health and personal care stores,16610
2004-08-01,44611,Pharmacies and drug stores,14064
2004-08-01,447,Gasoline stations,26552
2004-08-01,448,Clothing and clothing access. stores,15660
2004-08-01,4481,Clothing stores,11371
2004-08-01,44811,Men's clothing stores,712
2004-08-01,44812,Women's clothing stores,2861
2004-08-01,4482,Shoe stores,1926
2004-08-01,44831,Jewelry stores,2228
2004-08-01,451,"Sporting goods, hobby, musical instrument, and book stores",6192
2004-08-01,452,General merchandise stores,41323
2004-08-01,4521,Department stores,17896
2004-08-01,4529,Other general merchandise stores,23427
2004-08-01,45291,Warehouse clubs and superstores,20218
2004-08-01,45299,All other gen. merchandise stores,3209
2004-08-01,453,Miscellaneous stores retailers,8567
2004-08-01,454,Nonstore retailers,19178
2004-08-01,4541,Electronic shopping and mail order houses,12915
2004-08-01,45431,Fuel dealers,2535
2004-08-01,722,Food services and drinking places,31036
2004-07-01,no code,"Retail and food services sales, total",318549
2004-07-01,no code,Retail sales and food services excl motor vehicle and parts,247311
2004-07-01,no code,Retail sales and food services excl gasoline stations,291804
2004-07-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,220566
2004-07-01,no code,"Retail sales, total",287358
2004-07-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",216120
2004-07-01,no code,GAFO(1),83423
2004-07-01,441,Motor vehicle and parts dealers,71238
2004-07-01,"44,114,412",Automobile and other motor vehicle dealers,65708
2004-07-01,4413,"Automotive parts, acc., and tire stores",5530
2004-07-01,"442,443","Furniture, home furn, electronics, and appliance stores",17205
2004-07-01,442,Furniture and home furnishings stores,8868
2004-07-01,443,Electronics and appliance stores,8337
2004-07-01,444,Building mat. and garden equip. and supplies dealers,24538
2004-07-01,4441,Building mat. and supplies dealers,21794
2004-07-01,445,Food and beverage stores,40631
2004-07-01,4451,Grocery stores,36526
2004-07-01,4453,"Beer, wine and liquor stores",2672
2004-07-01,446,Health and personal care stores,16554
2004-07-01,44611,Pharmacies and drug stores,14013
2004-07-01,447,Gasoline stations,26745
2004-07-01,448,Clothing and clothing access. stores,15645
2004-07-01,4481,Clothing stores,11298
2004-07-01,44811,Men's clothing stores,716
2004-07-01,44812,Women's clothing stores,2858
2004-07-01,4482,Shoe stores,1954
2004-07-01,44831,Jewelry stores,2257
2004-07-01,451,"Sporting goods, hobby, musical instrument, and book stores",6124
2004-07-01,452,General merchandise stores,41197
2004-07-01,4521,Department stores,17888
2004-07-01,4529,Other general merchandise stores,23309
2004-07-01,45291,Warehouse clubs and superstores,20079
2004-07-01,45299,All other gen. merchandise stores,3230
2004-07-01,453,Miscellaneous stores retailers,8554
2004-07-01,454,Nonstore retailers,18927
2004-07-01,4541,Electronic shopping and mail order houses,12794
2004-07-01,45431,Fuel dealers,2493
1995-10-01,4451,Grocery stores,29692
2004-07-01,722,Food services and drinking places,31191
2004-06-01,no code,"Retail and food services sales, total",314958
2004-06-01,no code,Retail sales and food services excl motor vehicle and parts,245967
2004-06-01,no code,Retail sales and food services excl gasoline stations,287908
2004-06-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,218917
2004-06-01,no code,"Retail sales, total",284133
2004-06-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",215142
2004-06-01,no code,GAFO(1),82466
2004-06-01,441,Motor vehicle and parts dealers,68991
2004-06-01,"44,114,412",Automobile and other motor vehicle dealers,63515
2004-06-01,4413,"Automotive parts, acc., and tire stores",5476
2004-06-01,"442,443","Furniture, home furn, electronics, and appliance stores",16869
2004-06-01,442,Furniture and home furnishings stores,8572
2004-06-01,443,Electronics and appliance stores,8297
2004-06-01,444,Building mat. and garden equip. and supplies dealers,24622
2004-06-01,4441,Building mat. and supplies dealers,21892
2004-06-01,445,Food and beverage stores,40608
2004-06-01,4451,Grocery stores,36508
2004-06-01,4453,"Beer, wine and liquor stores",2664
2004-06-01,446,Health and personal care stores,16570
2004-06-01,44611,Pharmacies and drug stores,14088
2004-06-01,447,Gasoline stations,27050
2004-06-01,448,Clothing and clothing access. stores,15555
2004-06-01,4481,Clothing stores,11224
2004-06-01,44811,Men's clothing stores,692
2004-06-01,44812,Women's clothing stores,2881
2004-06-01,4482,Shoe stores,1942
2004-06-01,44831,Jewelry stores,2249
2004-06-01,451,"Sporting goods, hobby, musical instrument, and book stores",6017
